nutrient,zero_value_counts,observation_count,z_score_zero_value_counts,percent_zero,outlier_count,variation_coefficient,missing_rate,median_value,tertile_zero_value,rmse_mcar_rand_scaled,rmse_mar_rand_scaled,rmse_mcar_const_scaled,rmse_mar_const_scaled,rmse_mcar_rand_unscaled,rmse_mar_rand_unscaled,rmse_mcar_const_unscaled,rmse_mar_const_unscaled
fatty_acids_total_trans,4079,8789,0.2184814955953379,0.4641028558425304,184,3.030724720773924,0.0,2.0,2,0.40057242239174806,0.19057890159696714,0.11476276093158806,0.12827412295823207,51.29610076568837,24.404961601550035,14.696174467104695,16.426399707856433
fiber,4053,8789,0.2086866086887132,0.4611446125839117,805,2.092661091596081,0.0,0.4,2,0.3937520722971452,0.4475383534466673,0.3054989896122814,0.20255556730398544,1.7662744577651996,2.007546433071499,1.3703929471701815,0.908614200613227
vitamin_a_rae,4025,8789,0.1981382689431174,0.4579588121515531,1422,8.365676991009403,0.0,2.0,2,0.6188273975241011,1.5761214919201163,0.45370212587092207,1.3078450135935187,521.8887399979246,1329.2237525490502,382.6301844036949,1102.9725066547117
sugars,3966,8789,0.1759114101934692,0.4512458755262259,1230,2.030535099452972,0.0,0.49,2,0.670330848638462,0.3080325491888572,0.20935961036708894,0.1738369404335797,8.995573538954579,4.133674348601262,2.8095227469794932,2.332822678725256
aspartic_acid,3949,8789,0.1695070610622146,0.4493116395494368,41,1.3596170574055024,0.0,0.145,2,0.336528133961809,0.5541417008181257,0.32032011472342387,0.42850515208144374,0.3640540484052167,0.5994670539644052,0.3465203160397801,0.4635542119155034
cystine,3910,8789,0.1548147307022777,0.4448742746615087,42,1.3413510377023,0.0,0.017,2,0.8209765560895039,0.6285929965131518,0.3804573965625173,0.5227381180049395,0.11605756656752238,0.08886121592352363,0.05378346109373491,0.0738970129557952
tryptophan,3810,8789,0.1171420887537214,0.4334964159745136,60,1.3364107124505595,0.0,0.021,2,0.3660647394410453,0.5236282272495201,0.34533433411336867,0.42277601859423525,0.047879603367574006,0.06848819192514487,0.045168160419154085,0.05529718113197756
proline,3805,8789,0.1152584566562935,0.4329275230401638,96,1.334759172651495,0.0,0.088,2,0.48960734404895223,0.5502841917419617,0.2867211092606857,0.4713036686919003,0.29675514723408125,0.3335318988705768,0.17378408824146505,0.28566113859068704
serine,3799,8789,0.1129980981393802,0.4322448515189441,53,1.296711853879838,0.0,0.085,2,0.26606990829887045,0.40952604918905855,0.21898266222421334,0.3716027041654821,0.1285694018333289,0.19788979536960455,0.1058160626123387,0.17956460094304735
glycine,3798,8789,0.1126213717198946,0.4321310729320742,47,1.5246326430115988,0.0,0.064,2,0.2986766772855853,0.6807861808898057,0.24275462594830752,0.622523289767818,0.20273247990577217,0.4620965760219104,0.16477432127308425,0.4225495345231863
alanine,3797,8789,0.112244645300409,0.4320172943452042,24,1.3537071128176668,0.0,0.085,2,0.3592279405154606,0.3562789486873241,0.19189206727080815,0.30679658167767454,0.24231711916948034,0.2403278788222174,0.12944074490856636,0.20694956281134455
glutamic_acid,3790,8789,0.1096075603640101,0.4312208442371146,38,1.2463075474155878,0.0,0.336,2,0.28679109034456846,0.3662956298309757,0.26829840685575373,0.2782122514411504,0.5347552468961779,0.6830006810700364,0.5002734924535057,0.518759009602629
tyrosine,3776,8789,0.1043333904912122,0.4296279440209352,41,1.3175166396270743,0.0,0.06,2,0.19974809275135266,0.29741656877584477,0.19695421838800356,0.2552240646207402,0.08056095002180996,0.11995189142235513,0.07943414389396287,0.10293511805453065
arginine,3754,8789,0.0960454092625298,0.4271248151097963,67,1.3734024609077038,0.0,0.097,2,0.27456369057502494,0.4508225310771248,0.2505239409185669,0.3826226950986463,0.22029010974925586,0.361707507827356,0.20100235584005074,0.30698886823862676
histidine,3748,8789,0.0937850507456164,0.4264421435885766,31,1.353505695604995,0.0,0.044,2,0.30108524037370943,0.3156521301398705,0.23658752433240024,0.2604817130204156,0.11443290743188145,0.1199693194497658,0.08991938106140908,0.09900080182698161
threonine,3745,8789,0.0926548714871597,0.4261008078279668,26,1.3138199349038475,0.0,0.078,2,0.4040579579464277,0.290078564680742,0.16724062938795448,0.22728030436384777,0.19807660511266087,0.14220181900074746,0.08198441695150478,0.11141696447159197
phenylalanine,3744,8789,0.0922781450676742,0.4259870292410968,38,1.2800722443276853,0.0,0.088,2,0.17339888364107608,0.3220422583033898,0.1833389767320941,0.2875335949507975,0.08297437770124222,0.15410280815343083,0.08773088409038728,0.13758981199799983
valine,3741,8789,0.0911479658092175,0.425645693480487,39,1.2908258433040185,0.0,0.107,2,0.3549771490907294,0.2887764773652545,0.16480458561753855,0.25090212295588704,0.20473970734998725,0.16655723290366178,0.09505412104226828,0.14471249648605175
isoleucine,3741,8789,0.0911479658092175,0.425645693480487,32,1.3081934979154797,0.0,0.083,2,0.38154602882590294,0.28919568010738095,0.1636564051286194,0.2587145356683167,0.20111081362973354,0.15243345470264805,0.08626239337884091,0.13636700925004025
leucine,3741,8789,0.0911479658092175,0.425645693480487,22,1.288935485844126,0.0,0.133,2,0.21803078905110201,0.23996850421659507,0.15921886014166844,0.19628437189581355,0.20033542099774168,0.2204926686068586,0.1462966669100429,0.1803539373016541
methionine,3732,8789,0.0877574280338474,0.4246216861986574,16,1.364179755321696,0.0,0.032,2,0.541560286854767,0.3383343729443393,0.21847151501830084,0.30460970569298473,0.16426381321905278,0.10262217384471621,0.06626587246297334,0.09239294836718406
lysine,3728,8789,0.0862505223559052,0.4241665718511776,15,1.3820953102526332,0.0,0.097,2,0.5171534505491658,0.2555800772501218,0.1891418846301392,0.24243498384716208,0.509727417389359,0.2519100920748379,0.1864259113564398,0.23895375502152202
tocopherol_alpha,3360,8789,-0.052384800014782,0.3822960518830356,1036,4.305964127481841,0.0,0.12,2,0.2098970767758276,0.35704908386997103,0.10501194028340113,0.0982065279216939,0.8771416240467916,1.4920770390370601,0.4388357566647897,0.41039656730993396
vitamin_e,3360,8789,-0.052384800014782,0.3822960518830356,1036,4.305964127481841,0.0,0.12,2,0.23998193768835077,0.3523659778095314,0.09066572668562738,0.0981568313171756,1.0028636207818964,1.4725067374981298,0.3788842185223557,0.41018890048368717
vitamin_a,2943,8789,-0.2094797169402619,0.334850381158266,1390,5.463000862036789,0.0,20.0,2,0.7364426195525521,0.9158891147021899,0.48882390045934127,0.9070496362433802,2568.0875700225956,3193.844857094716,1704.6034262973715,3163.020219476078
pantothenic_acid,2497,8789,-0.3774997000308231,0.2841051314142678,301,2.58445591306753,0.0,0.274,3,0.4448848959131742,0.517708080155429,0.22847136466588133,0.49371446702976346,0.59178037335133,0.6886488366550138,0.3039097744221435,0.656732831842181
manganese,2339,8789,-0.4370224743095421,0.2661281146888156,1054,12.708818828744782,0.0,0.022,3,0.34890049473304463,2.089794814600193,0.30533934743742036,2.086043331157001,2.2307875370753387,13.361655211337494,1.9522678291096813,13.337669097204236
carbohydrate,2158,8789,-0.5052099562364291,0.2455341904653544,110,1.232545257855616,0.0,9.34,3,0.5212640879777597,0.2694428916357583,0.21213021809634125,0.154296629581217,14.661316308504437,7.578476128715393,5.966473326036154,4.339818789210595
selenium,2090,8789,-0.5308273527614473,0.2377972465581977,165,2.1695846107844123,0.0,4.0,3,1.0284030960014192,0.27946579219727113,0.9509080900876914,0.1952290482659723,29.945229247208974,8.137535921760389,27.688715176066385,5.68471518691528
folate,1896,8789,-0.6039122781416466,0.2157242007054272,1016,2.8959687946047104,0.0,9.0,3,1.154598170345995,0.902873157465003,0.4048107878081947,0.6084721489106326,151.57820305894646,118.53118493683222,53.14445605208907,79.88156869411696
copper,1515,8789,-0.7474450439656461,0.1723745591079759,891,3.2446781428683016,0.0,0.077,3,0.5755726428712016,1.1876466786841406,0.2957169592060494,1.1027337334632707,0.3398064050771651,0.7011624884421441,0.17458529059260344,0.6510316128810189
vitamin_b6,1278,8789,-0.8367292053837246,0.1454090340197974,409,1.7897836956225637,0.0,0.119,3,0.66455046160741,0.5270247094053382,0.3515967771325364,0.379910447397587,0.3203522870623351,0.25405681446078643,0.1694902590028458,0.18313911134214747
monounsaturated_fatty_acids,1017,8789,-0.9350548008694568,0.1157128228467402,547,1.809562197142017,0.0,1.6,3,0.6997108626070165,0.4606602017165237,0.15334109174388977,0.17192906713103676,5.099042613035753,3.356995259916404,1.1174512512383383,1.252908471964586
magnesium,1000,8789,-0.9414591500007112,0.113778586869951,1003,1.730758757290298,0.0,20.0,3,0.5115707210840476,0.6602473354407432,0.3848028492037983,0.535752436238982,30.26956775423891,39.06674296504885,22.76873018490311,31.700397500292777
polyunsaturated_fatty_acids,992,8789,-0.9444729613565958,0.1128683581749914,982,2.3884821567726044,0.0,0.591,3,0.6307899716316641,0.3183786226705296,0.15413823178412986,0.1612895168115021,3.4535173569404534,1.7430938148921589,0.8438927064688655,0.8830453269373154
thiamin,990,8789,-0.9452264141955669,0.1126408010012515,854,2.454485398963792,0.0,0.077,3,0.3676240271436786,0.3382686926251986,0.22235204283093263,0.15425220692508368,0.17713575055926914,0.16299119449195842,0.10713798193253148,0.07432479652447245
riboflavin,951,8789,-0.959918744555504,0.1082034361133234,569,1.8748122271538945,0.0,0.151,3,0.5336786585939683,0.7186250154919948,0.48944416995667506,0.6127094444646675,0.2157305463260063,0.2904919739089494,0.1978495068717895,0.24767739946236822
zink,938,8789,-0.9648161880088162,0.1067243144840141,530,1.719692753813537,0.0,0.8,3,0.7728241919723235,0.5375878117103275,0.2195445388684115,0.29430176836183264,2.739537586577452,1.9056624153488648,0.7782501104209693,1.0432524771708367
niacin,927,8789,-0.9689601786231572,0.1054727500284446,301,1.4014996263766355,0.0,2.111,3,0.5374029651432921,0.6882307007113595,0.35431092623818194,0.619239373566871,2.4740146696944847,3.168372601021382,1.631123189276083,2.8507607485072017
phosphorous,841,8789,-1.0013586506989158,0.0956877915576288,265,1.314306644288474,0.0,129.0,3,1.0315731894111144,0.494089404876202,0.5565286248088231,0.47606458333255625,180.66030294510566,86.53030344980489,97.46533788032035,83.37360118372983
saturated_fatty_acids,780,8789,-1.0243389622875352,0.0887472977585618,679,1.8713779601770009,0.0,1.435,3,0.4945301887209849,0.5064351462044504,0.1294152705815188,0.14688973332738858,3.3996363131725467,3.481476607050539,0.8896622712407737,1.0097900507282982
calcium,679,8789,-1.062388330655577,0.0772556604846967,992,2.725827980166245,0.0,19.0,3,0.6274388029567345,0.3796195386050198,0.2626006822519524,0.32187719453484037,112.64621693073993,68.15438377383732,47.14559110379543,57.787705000358834
potassium,610,8789,-1.0883824536000808,0.0694049379906701,378,1.400346131666684,0.0,219.0,3,1.083917333663498,0.4819845061223899,0.47324938080182677,0.2530813279412752,341.7298656648267,151.95669969358372,149.20275185364875,79.78970867519807
irom,468,8789,-1.141877605167031,0.0532483786551371,687,2.139663834578029,0.0,1.31,3,0.7400861471225678,0.49399829411289964,0.2641534314553202,0.31092741317328826,4.427749975819012,2.9554679775192096,1.5803637818850564,1.860200784540667
ash,454,8789,-1.1471517750398288,0.0516554784389577,566,1.7280404411391108,0.0,1.17,3,0.4327343719025714,0.5493735334597517,0.2857333084643456,0.2707764348450481,0.9390746619222328,1.1921927134449328,0.620068404860527,0.5876105581544131
total_fat,451,8789,-1.1482819542982854,0.0513141426783479,475,1.4983863297568754,0.0,5.1,3,0.30150219123793803,0.34509766823357513,0.12079623193164371,0.10030002901082713,4.977775283598734,5.697532924663997,1.994335425525495,1.6559448597297688
fat,374,8789,-1.1772898885986738,0.0425531914893617,492,1.498926979613138,0.0,5.13,3,0.3186295876666802,0.33757689560112697,0.12057423176147113,0.10085709406957115,5.259466543148918,5.572220816168963,1.9902612752808477,1.6647999613752549
protein,358,8789,-1.1833175113104428,0.0407327340994424,49,0.9281648124952252,0.0,8.02,3,0.7542336053379295,0.44631578277692285,0.3958972055868768,0.4121353973122847,7.73737168543868,4.578569539771108,4.061346072228665,4.227926992122427
sodium,355,8789,-1.1844476905688994,0.0403913983388326,473,3.065802711749065,0.0,84.0,3,0.3710247234941601,0.2705890403169762,0.23533992070263743,0.2381431797191478,275.6757619257634,201.05085748407342,174.86034809594463,176.9431969381861
water,96,8789,-1.2820198332156605,0.0109227443395153,0,0.5686900617313383,0.0,63.08,3,0.2667796532472518,0.46501242870757314,0.17404554680420997,0.19770838691997983,7.897689477800415,13.76613095588884,5.152408241105484,5.852917857905026
saturated_fat,0,8789,-1.3181855694862743,0.0,535,1.6401985149993503,18.09079531232222,2.2,3,0.47988138946741177,0.504128461901564,0.13466083134327728,0.1452348735309029,3.299919453312961,3.466655187148408,0.925999434988434,0.9987121563186427
