nutrient,zero_value_counts,observation_count,z_score_zero_value_counts,percent_zero,outlier_count,variation_coefficient,missing_rate,median_value,tertile_zero_value,rmse_mcar_rand_scaled,rmse_mar_rand_scaled,rmse_mcar_const_scaled,rmse_mar_const_scaled,rmse_mcar_rand_unscaled,rmse_mar_rand_unscaled,rmse_mcar_const_unscaled,rmse_mar_const_unscaled
isoleucine,3741,8789,0.0911479658092175,0.425645693480487,32,1.3081934979154797,0.0,0.083,2,0.16811947579191347,0.26848247993681507,0.1656394371278511,0.2508047170017391,0.08861485156919831,0.14151563581481935,0.08730763659123958,0.13219778397309445
leucine,3741,8789,0.0911479658092175,0.425645693480487,22,1.288935485844126,0.0,0.133,2,0.13702650157681878,0.20552144613369724,0.13204967629174585,0.18461596791114307,0.1259054381351252,0.1888413196618111,0.12133253118482432,0.16963254049083373
methionine,3732,8789,0.0877574280338474,0.4246216861986574,16,1.364179755321696,0.0,0.032,2,0.2035310578826982,0.3818131865925349,0.20113508136990377,0.3697211284851176,0.06173419438763656,0.11580998197720774,0.06100745533500384,0.11214226860849995
lysine,3728,8789,0.0862505223559052,0.4241665718511776,15,1.3820953102526332,0.0,0.097,2,0.193717734469265,0.30560934971167303,0.19001351495358426,0.30287527597054603,0.19093605419558002,0.30122097507339496,0.18728502423875104,0.2985261655453021
tocopherol_alpha,3360,8789,-0.052384800014782,0.3822960518830356,1036,4.305964127481841,0.0,0.12,2,0.10982014421026519,0.15637070123333105,0.10081938259396311,0.15698101501150855,0.45892882047159933,0.6534595562579414,0.4213154028396504,0.656009983731524
vitamin_e,3360,8789,-0.052384800014782,0.3822960518830356,1036,4.305964127481841,0.0,0.12,2,0.1105772984645681,0.15629110516459457,0.10299320847378102,0.15691419809102158,0.46209290497405137,0.6531269271393435,0.4303996523157926,0.6557307848219645
vitamin_a,2943,8789,-0.2094797169402619,0.334850381158266,1390,5.463000862036789,0.0,20.0,2,0.23884122975123778,0.5115232205469772,0.21297597227259127,0.5110713439129434,832.8757350755885,1783.7593718737444,742.6796493380153,1782.183615307824
pantothenic_acid,2497,8789,-0.3774997000308231,0.2841051314142678,301,2.58445591306753,0.0,0.274,3,0.1907395194421492,1.1544767749915221,0.1719315605408294,1.1534094125135586,0.25371934529815954,1.5356706742325739,0.22870123308238735,1.5342508854588917
manganese,2339,8789,-0.4370224743095421,0.2661281146888156,1054,12.708818828744782,0.0,0.022,3,0.22823758481783243,2.9554046500623574,0.22382170880800056,2.955303073058134,1.459297430012542,18.896160371446232,1.431063347993825,18.895510895558324
carbohydrate,2158,8789,-0.5052099562364291,0.2455341904653544,110,1.232545257855616,0.0,9.34,3,0.5967570579710393,0.6755572247347161,0.4553785067305272,0.5007910614076189,16.784666909311728,19.0010371035001,12.808187696751107,14.085482413360989
selenium,2090,8789,-0.5308273527614473,0.2377972465581977,165,2.1695846107844123,0.0,4.0,3,1.062971031879151,0.2872900336423044,1.0626759512821842,0.27464043321576836,30.95178450395911,8.365363932166776,30.9431928157162,7.997030426781261
folate,1896,8789,-0.6039122781416466,0.2157242007054272,1016,2.8959687946047104,0.0,9.0,3,0.2909707126858689,0.6642631360367078,0.28800153866815004,0.6659082229681994,38.19927796286667,87.20593460335891,37.80947731440039,87.42190600927799
copper,1515,8789,-0.7474450439656461,0.1723745591079759,891,3.2446781428683016,0.0,0.077,3,0.30613328553252367,1.640694202218153,0.30451875438160536,1.6425100208298593,0.18073487665271049,0.968632554884077,0.17978169211160697,0.9697045664835566
vitamin_b6,1278,8789,-0.8367292053837246,0.1454090340197974,409,1.7897836956225637,0.0,0.119,3,0.3176799845076154,0.7516244463460056,0.3148847540415403,0.7225268406368865,0.15314038205436542,0.36232704424568757,0.15179291634917472,0.34830030453871436
monounsaturated_fatty_acids,1017,8789,-0.9350548008694568,0.1157128228467402,547,1.809562197142017,0.0,1.6,3,0.3256595815747388,0.35265571304828525,0.2499503487207215,0.2904655696084971,2.373197566911644,2.5699279935873895,1.8214773984372985,2.116726277728262
magnesium,1000,8789,-0.9414591500007112,0.113778586869951,1003,1.730758757290298,0.0,20.0,3,0.5148720865449358,0.6564280383088054,0.5053561177254321,0.6515415682953357,30.46490858775691,38.840756158780124,29.901849906078827,38.55162405714777
polyunsaturated_fatty_acids,992,8789,-0.9444729613565958,0.1128683581749914,982,2.3884821567726044,0.0,0.591,3,0.11899204249638905,0.3163016868995561,0.11763038633099591,0.27416466744133383,0.6514705639954596,1.731722811828586,0.6440156128441978,1.5010264374112283
thiamin,990,8789,-0.9452264141955669,0.1126408010012515,854,2.454485398963792,0.0,0.077,3,0.2545301754937225,0.29449618714264686,0.2379670714116145,0.29105002661435314,0.12264267069601613,0.14189987735687953,0.11466191234443959,0.14023938431353475
riboflavin,951,8789,-0.959918744555504,0.1082034361133234,569,1.8748122271538945,0.0,0.151,3,0.4098718627634187,0.6479139691673655,0.407602552011934,0.6459874751299821,0.16568375089548953,0.2619082352611082,0.16476641600378378,0.26112947799527936
zink,938,8789,-0.9648161880088162,0.1067243144840141,530,1.719692753813537,0.0,0.8,3,0.19451658321426865,0.4883890361173817,0.15620603165231342,0.48407121780697665,0.6895300331286375,1.7312606536319213,0.5537252791958563,1.7159546839530726
niacin,927,8789,-0.9689601786231572,0.1054727500284446,301,1.4014996263766355,0.0,2.111,3,0.4397540560028969,0.7050322503215983,0.41868789585977606,0.6943802180304351,2.02447336612112,3.2457209596274224,1.9274921781636416,3.196682734636247
phosphorous,841,8789,-1.0013586506989158,0.0956877915576288,265,1.314306644288474,0.0,129.0,3,0.6091874888391973,0.3415589770338116,0.5799849472016634,0.3158305200265911,106.68753275176311,59.817516591750675,101.57326521530645,55.31166874259563
saturated_fatty_acids,780,8789,-1.0243389622875352,0.0887472977585618,679,1.8713779601770009,0.0,1.435,3,0.1628229648887278,0.3146599449816915,0.13255983217706624,0.3003272038109562,1.1193226746079172,2.163122440539709,0.9112794638108243,2.064592387510178
calcium,679,8789,-1.062388330655577,0.0772556604846967,992,2.725827980166245,0.0,19.0,3,0.30455132135475355,0.5298760114414911,0.2735214667222238,0.4990505891299312,54.677131098912305,95.13043949412766,49.10623590614394,89.59624656995433
potassium,610,8789,-1.0883824536000808,0.0694049379906701,378,1.400346131666684,0.0,219.0,3,0.49128827437786293,0.22880239615238657,0.46514202331805105,0.2268685535628067,154.88992374031528,72.13521892301345,146.64671662060152,71.52553112327915
irom,468,8789,-1.141877605167031,0.0532483786551371,687,2.139663834578029,0.0,1.31,3,0.3384307910401271,0.5781208276111481,0.33531083738178313,0.5780089128903629,2.024746566894275,3.458752086041601,2.0060806842060286,3.4580825298826317
ash,454,8789,-1.1471517750398288,0.0516554784389577,566,1.7280404411391108,0.0,1.17,3,0.3228226844904711,0.3518572468882777,0.3135219332293913,0.338453985461799,0.7005558788525796,0.7635636151953371,0.680372347410955,0.7344772872458615
total_fat,451,8789,-1.1482819542982854,0.0513141426783479,475,1.4983863297568754,0.0,5.1,3,0.22113424282504635,0.3281759495381586,0.1658471232167557,0.2694783986040964,3.650907383192238,5.418156711807154,2.7381217666862128,4.449065239272893
fat,374,8789,-1.1772898885986738,0.0425531914893617,492,1.498926979613138,0.0,5.13,3,0.22103813582887252,0.3258745775043715,0.16574089350783727,0.26685451805227794,3.648571063466837,5.379056211499494,2.7358058420701012,4.404840260251705
protein,358,8789,-1.1833175113104428,0.0407327340994424,49,0.9281648124952252,0.0,8.02,3,0.5161463751400581,0.31345194691585065,0.48199695629136896,0.31082410528193105,5.294932763828512,3.215574263265676,4.944607883153292,3.1886163160341074
sodium,355,8789,-1.1844476905688994,0.0403913983388326,473,3.065802711749065,0.0,84.0,3,0.23707179659731412,0.27393324543566233,0.23035611717027143,0.2717868106039173,176.14715142603228,203.53563944392107,171.15731782036016,201.94082171285075
water,96,8789,-1.2820198332156605,0.0109227443395153,0,0.5686900617313383,0.0,63.08,3,0.7823746703223143,0.7862778404010117,0.5829899745233226,0.5799147521570576,23.22036282501567,23.322755546593513,17.302757041905426,17.201566021715127
saturated_fat,0,8789,-1.3181855694862743,0.0,535,1.6401985149993503,18.09079531232222,2.2,3,0.16232718804210236,0.32468106569621075,0.13134800904423888,0.31072051558960356,1.1162480212271753,2.2326795108951836,0.9032187087984592,2.136679361392722
