name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,lutein_zeaxanthin_mcar,lutein_zeaxanthin_mar,lutein_zeaxanthin
"Biscuits, baked, higher fat, refrigerated dough, plain or buttermilk",11.0,5.5,0,1002.0,19.8,63.0,53.0,3.684,0.382,0.299,0.447,2.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.67,0.67,9.5,27.0,0.086,2.57,18.0,0.49,446.0,152.0,13.6,0.41,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.05,2.8,8.19,0.71,0.1,2.53,0.0,1.28,3.56,11.22,5.514,2.309,2.688,0.0,0.0,3.25,0.0,0.0,29.69,8.0,8.0,8.0
"KFC, meat and skin with breading, Thigh, EXTRA CRISPY, Fried Chicken",22.0,4.9,91,682.0,0.0,0.0,0.0,4.451,1.104,0.166,0.037,0.0,0.0,0.0,0.0,0.0,0.45,0.215,0.0,0.0,0.0,0.0,0.0,30.0,0.509,0.83,20.0,0.17,189.0,225.0,20.5,1.31,17.17,0.978,0.971,1.167,0.199,4.016,1.444,0.409,0.452,0.504,1.047,0.745,0.249,0.657,1.378,0.669,0.567,0.131,0.526,0.626,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,4.917,7.661,7.738,91.0,0.0,2.41,0.0,0.0,47.99,,0.0,0.0
"Restaurant, Arroz con frijoles negros (rice and black beans), Latino",3.9,0.7,0,420.0,0.0,0.0,0.0,1.017,0.263,0.021,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.47,0.47,10.3,37.0,0.161,1.57,26.0,0.443,87.0,224.0,4.8,0.74,4.64,0.212,0.323,0.52,0.053,0.764,0.18,0.127,0.0,0.201,0.366,0.255,0.069,0.26,0.164,0.26,0.191,0.058,0.149,0.265,24.4,3.4,0.86,0.46,0.0,0.4,0.0,0.0,0.0,3.85,0.729,0.889,1.557,0.0,0.0,1.63,0.0,0.0,65.47,,0.0,0.0
"Beef, pan-browned, cooked, crumbles, 85% lean meat / 15% fat, ground",15.0,5.8,89,89.0,91.4,10.0,0.0,6.318,0.807,0.191,0.044,9.0,3.0,0.0,0.0,0.0,2.8,0.428,0.0,2.0,0.12,0.12,1.7,22.0,0.093,2.93,25.0,0.012,238.0,407.0,21.6,6.62,27.73,1.736,1.804,2.495,0.285,4.155,1.881,0.9,0.402,1.225,2.161,2.295,0.713,1.081,1.412,1.109,1.073,0.141,0.852,1.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,5.806,6.572,0.477,89.0,0.0,1.22,0.0,0.0,55.9,,,0.0
"Beef, pan-browned, cooked, crumbles, 80% lean meat / 20% fat, ground",17.0,6.5,89,91.0,84.8,11.0,0.0,5.831,0.807,0.191,0.045,9.0,3.0,0.0,0.0,0.0,2.8,0.428,0.0,2.0,0.12,0.12,1.6,28.0,0.087,2.78,23.0,0.012,226.0,380.0,21.6,6.4,27.0,1.69,1.756,2.43,0.278,4.046,1.832,0.877,0.0,1.193,2.105,2.235,0.694,1.053,1.375,1.08,1.045,0.137,0.83,1.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.36,6.546,7.64,0.501,89.0,0.0,1.16,0.0,0.0,54.54,0.0,0.0,0.0
"Pork, cooked, with added solution, composite of separable fat, fresh",60.0,21.0,81,125.0,46.0,0.0,0.0,3.93,0.513,0.139,0.246,0.0,0.0,0.0,0.0,0.0,1.4,0.234,0.0,61.0,0.24,0.24,0.0,36.0,0.045,0.82,12.0,0.007,160.0,214.0,15.1,1.13,10.06,0.59,0.669,0.984,0.116,1.605,0.453,0.434,0.026,0.495,0.857,0.933,0.277,0.423,0.407,0.435,0.451,0.106,0.383,0.525,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.42,21.382,24.9,8.49,81.0,0.0,0.93,0.0,0.0,28.28,,0.0,0.0
"Wheat flour, unenriched, bleached, 11.5% protein, white (industrial)",1.5,0.3,0,2.0,10.4,31.0,0.0,1.198,0.405,0.072,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.05,0.05,0.3,20.0,0.161,1.26,30.0,0.679,112.0,138.0,27.5,0.84,11.5,0.331,0.474,0.433,0.273,3.679,0.383,0.223,0.0,0.388,0.737,0.27,0.163,0.506,1.245,0.481,0.296,0.13,0.158,0.477,73.81,2.4,1.12,0.03,0.0,0.03,0.0,0.9,0.15,1.45,0.268,0.166,0.749,0.0,0.0,0.55,0.0,0.0,12.68,18.0,18.0,18.0
"Luncheon meat, includes SPAM (Hormel), canned, minced, pork with ham",27.0,10.0,71,1411.0,68.5,3.0,0.0,3.53,0.0,0.176,0.317,0.0,0.0,0.0,0.0,0.0,0.45,0.218,0.0,26.0,0.42,0.42,0.0,0.0,0.051,0.64,14.0,0.0,151.0,409.0,22.9,1.59,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,9.987,13.505,2.019,71.0,0.0,3.7,0.0,0.0,51.7,0.0,0.0,0.0
"AUSTIN, reduced fat, sandwich-type, Peanut Butter on Cheese Crackers",18.0,2.9,0,726.0,0.0,116.0,0.0,3.8,0.0,0.29,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,13.0,0.0,190.0,71.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3,2.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,2.9,6.0,6.3,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
"AUSTIN, reduced fat, sandwich-type, Peanut Butter on Toasty Crackers",18.0,2.9,0,648.0,0.0,110.0,0.0,3.6,0.0,0.27,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,12.0,0.0,119.0,68.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,2.7,11.8,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.9,6.0,6.4,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0
"Chicken, heated (microwave), barbecue flavored, glazed, frozen, wing",14.0,3.7,156,837.0,0.0,12.0,0.0,7.1,0.711,0.296,0.081,68.0,20.0,0.0,0.0,0.0,0.48,0.21,0.5,0.0,0.38,0.38,0.0,38.0,0.049,2.74,27.0,0.0,272.0,254.0,41.7,1.55,25.34,1.394,1.53,2.117,0.238,3.256,1.633,0.595,0.658,0.96,1.646,1.742,0.533,0.935,1.167,0.912,0.958,0.232,0.635,1.043,3.84,0.9,2.1,0.54,0.0,1.21,0.0,0.0,0.35,13.9,3.655,6.297,2.599,156.0,0.0,3.04,0.0,0.0,53.89,,,0.0
"Infant formula, ready-to-feed, with iron, GOOD START SUPREME, NESTLE",3.4,1.5,4,18.0,8.0,10.0,10.0,0.693,0.0,0.092,0.066,200.0,60.0,0.0,0.0,0.0,0.22,0.05,5.9,42.0,0.99,0.99,5.3,42.0,0.053,0.99,5.0,0.0,24.0,71.0,1.3,0.53,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1.47,1.08,0.74,4.0,0.0,0.29,0.0,0.0,87.5,0.0,0.0,0.0
"Artichokes, without salt, drained, boiled, cooked, (globe or french)",0.3,0.1,0,60.0,34.4,89.0,0.0,1.11,0.24,0.089,0.05,13.0,1.0,0.0,8.0,0.0,0.0,0.081,7.4,0.0,0.19,0.19,14.8,21.0,0.127,0.61,42.0,0.225,73.0,286.0,0.2,0.4,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,5.7,0.99,0.02,0.0,0.24,0.0,0.0,0.73,0.34,0.079,0.011,0.145,0.0,0.0,0.74,0.0,0.0,84.08,464.0,464.0,464.0
"Milk, with added vitamin A and vitamin D, nonfat, evaporated, canned",0.2,0.1,4,115.0,25.2,9.0,0.0,0.174,0.738,0.309,0.045,394.0,118.0,0.0,0.0,0.0,0.24,0.055,1.2,79.0,0.0,0.0,0.0,290.0,0.016,0.29,27.0,0.006,195.0,332.0,2.5,0.9,7.55,0.26,0.273,0.573,0.07,1.581,0.16,0.205,0.0,0.457,0.74,0.599,0.189,0.364,0.731,0.411,0.341,0.107,0.364,0.505,11.35,0.0,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.121,0.062,0.006,4.0,0.0,1.5,0.0,0.0,79.4,0.0,0.0,0.0
"Squash, without salt, drained, boiled, cooked, all varieties, summer",0.3,0.1,0,1.0,7.9,20.0,0.0,0.513,0.137,0.041,0.044,212.0,11.0,0.0,127.0,0.0,0.0,0.065,5.5,0.0,0.14,0.14,3.5,27.0,0.103,0.36,24.0,0.213,39.0,192.0,0.2,0.39,0.91,0.048,0.038,0.111,0.01,0.097,0.034,0.02,0.0,0.033,0.053,0.05,0.013,0.032,0.028,0.037,0.022,0.008,0.024,0.041,4.31,1.4,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.064,0.023,0.131,0.0,0.0,0.77,0.0,0.0,93.7,2249.0,2249.0,2249.0
"Toaster Pastries, Brown sugar cinnamon, KELLOGG'S POP TARTS, KELLOGG",18.0,2.1,0,380.0,0.0,80.0,0.0,4.0,0.0,0.34,0.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,31.0,0.08,3.6,16.0,0.0,63.0,135.0,0.0,1.22,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,1.5,25.4,0.0,0.0,0.0,0.0,0.0,0.0,18.4,2.08,7.14,9.14,0.0,0.0,1.36,0.0,0.0,10.5,,,0.0
"Beef, raw, separable lean and fat, tenderloin, imported, New Zealand",6.9,2.8,58,39.0,0.0,0.0,0.0,4.015,0.569,0.118,0.055,30.0,9.0,0.0,0.0,0.0,1.76,0.264,0.0,4.0,0.59,0.59,0.0,4.0,0.102,2.18,24.0,0.012,203.0,359.0,4.3,2.32,21.04,1.095,1.384,0.0,0.0,2.934,1.146,0.758,0.0,0.875,1.587,1.665,0.692,0.818,0.675,0.74,0.762,0.22,0.708,0.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,2.788,2.032,0.268,58.0,0.0,1.04,0.0,0.0,71.18,,0.0,0.0
"Infant Formula, powder, Infant, Premium LIPIL, ENFAMIL, MEAD JOHNSON",27.0,11.0,0,138.0,121.0,81.0,81.0,5.0,2.6,0.72,0.41,1525.0,458.0,0.0,0.0,0.0,1.54,0.31,62.0,300.0,6.9,6.9,46.0,390.0,0.38,9.2,41.0,0.077,220.0,550.0,14.4,5.1,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.161,9.987,5.213,0.0,0.0,3.0,0.0,0.0,2.4,,0.0,0.0
"MORNINGSTAR FARMS Meal Starters Veggie Meatballs, unprepared, frozen",5.8,0.7,0,487.0,0.0,3.0,0.0,11.2,0.0,0.6,0.04,68.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,51.0,0.0,2.2,0.0,0.0,151.0,228.0,0.0,1.1,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,3.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.7,1.3,3.3,0.0,0.0,2.6,0.0,0.0,64.0,0.0,0.0,0.0
"MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, unprepared, frozen",4.8,0.4,0,519.0,0.0,5.0,0.0,0.0,0.0,0.0,0.03,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,0.0,0.0,153.0,320.0,0.0,0.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.4,2.4,1.5,0.0,0.0,1.4,0.0,0.0,70.8,0.0,0.0,0.0
"Cereals ready-to-eat, Natural Granola Apple Cranberry Almond, QUAKER",11.0,1.1,2,47.0,0.0,31.0,0.0,1.98,0.0,0.26,0.34,19.0,0.0,0.0,0.0,0.0,0.14,0.193,3.1,0.0,1.63,1.63,0.0,98.0,0.0,2.47,106.0,0.0,334.0,444.0,0.0,2.44,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73,9.9,27.43,0.0,0.0,0.0,0.0,0.0,0.0,11.06,1.13,6.39,3.0,2.0,0.0,1.79,0.0,0.0,3.21,0.0,0.0,0.0
"Puddings, sodium, potassium, with added oil, regular, dry mix, lemon",1.5,0.3,0,849.0,0.0,0.0,0.0,0.019,0.03,0.024,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.17,4.0,0.025,3.0,257.0,0.7,0.02,0.1,0.004,0.003,0.004,0.001,0.011,0.002,0.002,0.0,0.002,0.008,0.001,0.001,0.003,0.005,0.002,0.002,0.0,0.002,0.003,90.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.27,0.44,0.72,0.0,0.0,2.4,0.0,0.0,5.2,,,0.0
"Pork, braised, cooked, kidneys, variety meats and by-products, fresh",4.7,1.5,480,80.0,0.0,41.0,0.0,5.785,2.873,1.586,0.396,260.0,78.0,0.0,0.0,0.0,7.79,0.46,10.6,0.0,0.0,0.0,0.0,13.0,0.683,5.29,18.0,0.149,240.0,143.0,311.5,4.15,25.4,1.597,1.561,2.386,0.557,3.032,1.609,0.61,0.0,1.357,2.28,1.829,0.545,1.199,1.573,1.345,1.053,0.329,0.914,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.51,1.55,0.38,480.0,0.0,1.3,0.0,0.0,68.7,,,0.0
