name,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,lutein_zeaxanthin_mcar,lutein_zeaxanthin_mar,lutein_zeaxanthin
"Yogurt, nonfat, vanilla, Greek",0.2,0.1,3,34.0,15.2,11.0,0.0,0.201,0.386,0.24,0.042,0.0,0.0,0.0,0.0,0.0,0.64,0.05,0.0,35.0,0.02,0.02,0.1,99.0,0.018,0.04,10.0,0.008,119.0,123.0,9.7,0.46,8.64,0.211,0.148,0.391,0.045,0.965,0.119,0.122,0.0,0.269,0.497,0.442,0.145,0.269,0.584,0.305,0.202,0.028,0.249,0.408,10.37,0.5,9.54,1.92,0.6,0.32,2.63,0.0,4.07,0.18,0.133,0.039,0.009,3.0,0.0,0.55,0.0,0.0,80.26,0.0,0.0,0.0
"KEEBLER, Iced Cookies, ANIMALS",16.0,5.0,0,337.0,0.0,110.0,0.0,3.6,0.0,0.27,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,12.0,0.0,61.0,66.0,0.0,0.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,1.6,26.7,0.0,0.0,0.0,0.0,0.0,0.0,15.6,5.0,3.5,5.8,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0
"Cheese, queso asadero, mexican",28.0,18.0,105,705.0,15.4,8.0,0.0,0.181,0.231,0.223,0.021,190.0,55.0,0.0,4.0,0.0,1.0,0.053,0.0,21.0,0.24,0.24,2.4,661.0,0.026,0.51,26.0,0.036,443.0,86.0,14.5,3.02,22.6,0.501,0.76,1.475,0.103,5.072,0.246,0.694,0.0,1.225,2.123,1.548,0.593,1.19,2.403,1.169,0.737,0.269,1.061,1.426,2.87,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,28.26,17.939,8.038,0.85,105.0,0.0,4.11,0.0,0.0,42.16,,,0.0
"Oat flour, partially debranned",9.1,1.6,0,19.0,29.9,32.0,0.0,1.474,0.201,0.125,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.7,0.7,3.2,55.0,0.437,4.0,144.0,4.019,452.0,371.0,34.0,3.2,14.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,6.5,0.8,0.0,0.0,0.1,0.0,0.0,0.5,9.12,1.607,2.866,3.329,0.0,0.0,1.97,0.0,0.0,8.55,180.0,180.0,180.0
"Potatoes, ready-to-eat, mashed",5.0,2.6,13,298.0,14.3,6.0,0.0,1.02,0.405,0.088,0.085,205.0,53.0,0.0,19.0,0.0,0.22,0.109,0.1,2.0,0.29,0.29,2.4,34.0,0.011,0.27,14.0,0.091,61.0,274.0,26.9,0.3,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.29,1.9,1.76,0.31,0.0,0.27,1.17,0.0,0.0,5.01,2.632,1.236,0.684,13.0,0.0,1.46,0.0,0.0,78.27,0.0,0.0,0.0
"Snacks, plain, CORNNUTS, KRAFT",16.0,2.4,0,564.0,20.6,0.0,0.0,1.694,0.366,0.13,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.0,0.0,1.98,1.98,9.3,9.0,0.115,1.67,113.0,0.455,275.0,278.0,14.8,1.78,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.86,6.9,0.61,0.0,0.0,0.0,0.0,0.0,0.0,15.64,2.43,9.46,3.05,0.0,0.0,2.7,0.0,0.0,1.3,0.0,0.0,0.0
"Noodles, cooked, enriched, egg",2.1,0.4,29,5.0,25.7,84.0,77.0,2.077,0.263,0.136,0.289,21.0,6.0,0.0,1.0,0.0,0.09,0.046,0.0,4.0,0.17,0.17,0.0,12.0,0.098,1.47,21.0,0.315,76.0,38.0,23.9,0.65,4.54,0.165,0.192,0.244,0.096,1.468,0.159,0.121,0.0,0.19,0.365,0.137,0.086,0.24,0.495,0.257,0.138,0.043,0.094,0.22,25.16,1.2,0.4,0.0,0.0,0.07,0.0,0.3,0.04,2.07,0.419,0.581,0.552,29.0,0.0,0.5,0.0,0.0,67.73,38.0,38.0,38.0
"Crackers, GOYA CRACKERS, snack",13.0,6.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.35,3.8,2.35,0.47,0.0,0.0,0.0,1.88,0.0,13.35,6.323,4.697,1.536,0.0,0.0,2.12,0.0,0.0,5.93,,0.0,0.0
"Beans, raw, mature seeds, navy",1.5,0.2,0,5.0,87.4,364.0,0.0,2.188,0.744,0.164,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.0,0.02,0.02,2.5,147.0,0.834,5.49,175.0,1.418,407.0,1185.0,11.0,3.65,22.33,0.908,1.02,2.598,0.187,3.098,0.801,0.507,0.0,0.952,1.723,1.28,0.273,1.158,1.117,1.18,0.711,0.247,0.484,1.241,60.75,15.3,3.88,0.0,0.34,0.21,0.0,0.0,3.33,1.5,0.17,0.128,0.873,0.0,0.0,3.32,0.0,0.0,12.1,0.0,0.0,0.0
"Topping, SMUCKER'S MAGIC SHELL",44.0,21.0,2,29.0,9.4,6.0,0.0,0.105,0.077,0.058,0.016,21.0,6.0,0.0,1.0,0.0,0.08,0.013,0.0,0.0,9.85,9.85,1.8,0.0,0.133,0.0,15.0,0.148,54.0,73.0,1.0,0.45,2.94,0.115,0.193,0.309,0.035,0.567,0.108,0.074,0.0,0.143,0.23,0.18,0.044,0.147,0.191,0.15,0.108,0.037,0.113,0.151,50.07,2.9,47.06,0.0,0.0,0.0,0.0,0.0,0.0,44.1,20.59,6.156,15.094,2.0,0.0,2.64,4.0,46.0,0.25,1.0,1.0,1.0
"Bread stuffing, dry mix, bread",3.4,0.8,1,1405.0,14.6,168.0,82.0,5.766,0.398,0.404,0.596,2.0,0.0,0.0,1.0,0.0,0.02,0.152,0.0,0.0,0.38,0.38,1.1,97.0,0.238,3.81,40.0,0.594,141.0,246.0,48.0,0.93,11.0,0.389,0.47,0.553,0.224,3.488,0.408,0.251,0.0,0.404,0.774,0.317,0.193,0.553,1.192,0.551,0.329,0.139,0.342,0.464,76.2,3.2,8.27,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.845,1.493,0.713,1.0,0.0,5.2,0.0,0.0,4.2,,72.0,72.0
"Broccoli, raw, flower clusters",0.4,0.1,0,27.0,0.0,71.0,0.0,0.638,0.535,0.119,0.065,3000.0,0.0,0.0,0.0,0.0,0.0,0.159,93.2,0.0,0.0,0.0,0.0,48.0,0.045,0.88,25.0,0.229,66.0,325.0,3.0,0.4,2.98,0.118,0.145,0.213,0.02,0.375,0.095,0.05,0.0,0.109,0.131,0.141,0.034,0.084,0.114,0.1,0.091,0.029,0.063,0.128,5.06,2.3,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.054,0.024,0.167,0.0,0.0,0.92,0.0,0.0,90.69,,,0.0
"Gravy, golden pork, CAMPBELL'S",5.1,2.5,8,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,5.08,2.542,0.0,0.0,8.0,0.0,0.74,0.0,0.0,87.4,0.0,0.0,0.0
"SILK Plus Omega-3 DHA, soymilk",2.1,0.2,0,49.0,0.0,10.0,0.0,0.0,0.0,0.21,0.0,412.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,49.0,0.0,0.0,0.0,144.0,0.0,0.44,16.0,0.0,0.0,144.0,2.3,0.25,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.4,2.47,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.206,0.0,0.0,0.0,0.0,0.64,0.0,0.0,91.13,0.0,0.0,0.0
"Cheese, reduced fat, provolone",18.0,11.0,55,615.0,12.9,10.0,0.0,0.156,0.476,0.321,0.019,532.0,141.0,0.0,45.0,0.0,1.46,0.073,0.0,13.0,0.15,0.15,1.5,756.0,0.026,0.52,28.0,0.01,496.0,138.0,14.5,3.23,24.7,0.706,1.022,1.744,0.116,6.235,0.433,1.115,0.0,1.091,2.297,2.646,0.686,1.287,2.766,1.471,0.982,0.345,1.52,1.64,3.5,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,17.6,11.3,4.89,0.51,55.0,0.0,3.6,0.0,0.0,50.6,,,0.0
"Fast foods, strawberry, sundae",5.1,2.4,14,60.0,0.0,12.0,0.0,0.59,0.29,0.18,0.04,145.0,37.0,0.0,0.0,0.0,0.42,0.05,1.3,0.0,0.51,0.51,0.0,105.0,0.05,0.21,16.0,0.11,101.0,177.0,2.9,0.43,4.09,0.136,0.142,0.321,0.036,0.805,0.085,0.105,0.0,0.23,0.373,0.302,0.094,0.185,0.366,0.209,0.174,0.054,0.186,0.255,29.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,2.444,1.739,0.667,14.0,0.0,0.7,0.0,0.0,60.9,0.0,0.0,0.0
"Chicken, raw, giblets, stewing",9.2,2.6,240,77.0,0.0,350.0,0.0,8.53,3.275,1.106,0.097,10497.0,3152.0,0.0,0.0,0.0,10.83,0.52,11.4,0.0,0.0,0.0,0.0,10.0,0.275,5.93,18.0,0.151,198.0,226.0,56.1,3.01,17.89,0.874,1.198,1.676,0.238,2.729,0.983,0.416,0.0,0.896,1.425,1.306,0.448,0.807,0.912,0.782,0.812,0.203,0.586,0.949,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,2.63,2.75,2.1,240.0,0.0,0.97,0.0,0.0,69.8,0.0,0.0,0.0
"McDONALD'S, McCHICKEN Sandwich",13.0,2.3,27,624.0,0.0,0.0,0.0,3.942,0.0,0.2,0.212,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.082,1.74,20.0,0.358,139.0,173.0,0.0,0.63,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.97,1.3,3.57,1.93,0.0,1.03,0.0,0.43,0.17,13.21,2.346,4.401,4.964,27.0,0.0,2.28,0.0,0.0,46.11,0.0,0.0,0.0
"Cream, fat free, half and half",1.4,0.8,5,100.0,15.0,4.0,0.0,0.124,0.459,0.237,0.056,43.0,12.0,0.0,3.0,0.0,0.52,0.062,0.7,0.0,0.04,0.04,0.2,96.0,0.016,0.0,16.0,0.002,151.0,206.0,2.9,0.81,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.841,0.384,0.052,5.0,0.0,1.0,0.0,0.0,86.0,0.0,0.0,0.0
"Squash, raw, spaghetti, winter",0.6,0.1,0,17.0,8.2,12.0,0.0,0.95,0.36,0.018,0.037,120.0,6.0,16.0,64.0,0.0,0.0,0.101,2.1,0.0,0.13,0.13,0.9,23.0,0.037,0.31,12.0,0.125,12.0,108.0,0.3,0.19,0.64,0.025,0.033,0.064,0.005,0.105,0.022,0.011,0.0,0.024,0.034,0.022,0.007,0.024,0.021,0.024,0.018,0.009,0.02,0.026,6.91,1.5,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.117,0.042,0.239,0.0,0.0,0.28,0.0,0.0,91.6,,,0.0
"Babyfood, strained, lamb, meat",3.4,1.7,36,43.0,54.7,0.0,0.0,2.908,0.112,0.174,0.02,0.0,0.0,0.0,0.0,0.0,1.9,0.037,1.2,4.0,0.19,0.19,0.6,7.0,0.148,1.19,13.0,0.037,104.0,193.0,2.2,2.43,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,1.65,1.27,0.31,36.0,0.0,0.6,0.0,0.0,81.06,,,0.0
"Duck, raw, liver, domesticated",4.6,1.4,515,140.0,0.0,738.0,0.0,6.5,6.184,0.892,0.562,39907.0,11984.0,0.0,0.0,0.0,54.0,0.76,4.5,0.0,0.0,0.0,0.0,11.0,5.962,30.53,24.0,0.258,269.0,230.0,67.0,3.07,18.74,1.088,1.148,1.781,0.252,2.428,1.088,0.498,0.0,0.995,1.691,1.418,0.444,0.932,0.929,0.806,0.833,0.264,0.66,1.181,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,1.44,0.71,0.63,515.0,0.0,1.32,0.0,0.0,71.78,0.0,,0.0
"Duck, raw, meat and skin, wild",15.0,5.0,80,56.0,0.0,21.0,0.0,3.317,0.701,0.269,0.351,88.0,26.0,0.0,0.0,0.0,0.65,0.53,5.2,0.0,0.0,0.0,0.0,5.0,0.312,4.16,20.0,0.019,168.0,249.0,12.8,0.77,17.42,1.119,1.124,1.698,0.269,2.697,1.066,0.454,0.0,0.878,1.449,1.468,0.465,0.723,0.894,0.748,0.738,0.237,0.65,0.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,5.04,6.8,2.02,80.0,0.0,1.16,0.0,0.0,66.52,,0.0,0.0
"Oil, salad or cooking, soybean",100.0,16.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,8.18,183.9,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.65,22.783,57.74,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
"Candies, OH HENRY! Bar, NESTLE",23.0,9.6,7,193.0,37.1,44.0,0.0,2.545,0.539,0.121,0.149,0.0,0.0,0.0,0.0,0.0,0.2,0.086,0.0,0.0,2.21,2.21,1.2,69.0,0.353,0.5,51.0,0.535,140.0,259.0,3.2,1.19,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,1.9,46.2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.6,5.53,2.706,7.0,0.0,1.5,4.0,44.0,2.3,,,0.0
"Candies, KRACKEL Chocolate Bar",27.0,16.0,11,196.0,0.0,6.0,0.0,0.26,0.42,0.19,0.05,102.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8,0.0,0.0,0.0,0.0,158.0,0.02,1.06,13.0,0.0,123.0,325.0,3.5,0.49,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96,2.2,52.53,0.0,0.0,0.0,0.0,0.0,0.0,26.58,15.92,6.25,0.57,11.0,0.0,1.29,0.0,0.0,1.17,0.0,0.0,0.0
"Candies, BABY RUTH Bar, NESTLE",22.0,12.0,0,230.0,34.9,12.0,0.0,1.251,0.333,0.121,0.058,0.0,0.0,0.0,0.0,0.0,0.06,0.042,0.0,0.0,0.93,0.93,2.3,47.0,0.225,0.63,43.0,0.351,94.0,249.0,2.5,0.72,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,12.1,5.557,2.638,0.0,0.0,1.21,4.0,119.0,6.99,0.0,0.0,0.0
"PEPPERIDGE FARM, Hamburger Bun",3.7,1.0,1,381.0,0.0,0.0,0.0,3.27,0.0,0.31,0.31,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.8,7.71,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.96,0.71,1.84,1.0,0.0,1.98,0.0,0.0,33.3,,,0.0
"Pickle and pimiento loaf, pork",16.0,5.3,58,1040.0,31.7,37.0,0.0,2.486,0.443,0.115,0.392,260.0,78.0,4.0,147.0,46.0,0.54,0.418,7.8,33.0,0.4,0.4,5.1,109.0,0.105,1.33,34.0,0.111,153.0,371.0,7.9,1.68,11.23,0.616,0.857,0.923,0.136,1.734,0.696,0.309,0.0,0.447,0.748,0.797,0.258,0.392,0.532,0.42,0.415,0.111,0.328,0.479,8.46,1.5,8.46,0.0,0.0,0.0,0.0,0.0,0.0,15.95,5.287,7.06,2.804,58.0,0.0,4.07,0.0,0.0,60.29,87.0,87.0,87.0
"SMART SOUP, Indian Bean Masala",0.9,0.2,0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.6,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.18,0.0,0.0,0.0,0.0,1.1,0.0,0.0,84.3,0.0,0.0,0.0
"SMART SOUP, Moroccan Chick Pea",1.1,0.2,0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,3.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.18,0.0,0.0,0.0,0.0,0.8,0.0,0.0,86.4,0.0,0.0,0.0
"SMART SOUP, Thai Coconut Curry",1.1,0.4,0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.35,0.0,0.0,0.0,0.0,0.7,0.0,0.0,91.0,0.0,0.0,0.0
"NABISCO, NABISCO RITZ Crackers",23.0,5.5,0,882.0,0.0,72.0,55.0,4.88,0.37,0.265,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,3.49,3.49,50.0,154.0,0.124,4.47,19.0,0.54,273.0,119.0,4.6,0.61,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.51,2.3,8.14,0.59,0.0,0.64,0.0,0.58,6.33,23.21,5.45,6.276,10.896,0.0,0.0,2.93,0.0,0.0,3.12,0.0,0.0,0.0
"Fast foods, with chili, hotdog",12.0,4.3,45,421.0,0.0,64.0,20.0,3.28,0.48,0.35,0.19,51.0,3.0,0.0,0.0,0.0,0.26,0.04,2.4,0.0,0.0,0.0,0.0,17.0,0.09,2.88,9.0,0.1,168.0,146.0,11.4,0.68,11.85,0.657,0.733,0.995,0.157,2.542,0.709,0.326,0.0,0.497,0.853,0.729,0.222,0.463,0.797,0.525,0.408,0.113,0.315,0.534,27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79,4.258,5.785,1.042,45.0,0.0,1.1,0.0,0.0,47.8,0.0,0.0,0.0
"Spices, red or cayenne, pepper",17.0,3.3,0,30.0,51.5,106.0,0.0,8.701,0.0,0.919,0.328,41610.0,2081.0,0.0,21840.0,6252.0,0.0,2.45,76.4,0.0,29.83,29.83,80.3,148.0,0.373,7.8,152.0,2.0,293.0,2014.0,8.8,2.48,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.63,27.2,10.34,0.0,0.0,0.0,0.0,0.0,0.0,17.27,3.26,2.75,8.37,0.0,0.0,6.04,0.0,0.0,8.05,13157.0,,13157.0
"MOTHER'S, Iced Oatmeal Cookies",18.0,5.8,1,493.0,0.0,60.0,0.0,2.1,0.0,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,6.0,0.0,33.0,110.0,0.0,0.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2.7,36.3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.8,4.2,6.7,1.0,0.0,0.0,0.0,0.0,3.5,,,0.0
"Chili, canned entree, no beans",7.1,2.3,21,411.0,42.2,8.0,0.0,1.245,0.157,0.111,0.031,271.0,14.0,19.0,138.0,30.0,1.02,0.129,1.8,3.0,0.59,0.59,2.2,30.0,0.188,2.01,20.0,0.276,77.0,185.0,6.5,1.12,7.53,0.522,0.406,0.636,0.0,1.24,0.625,0.168,0.0,0.298,0.559,0.393,0.103,0.284,0.457,0.332,0.309,0.0,0.188,0.378,6.1,0.5,1.1,0.42,0.0,0.0,0.0,0.0,0.68,7.1,2.255,2.469,0.501,21.0,0.0,1.59,0.0,0.0,77.68,16.0,16.0,16.0
"Burrito, frozen, beef and bean",9.6,2.9,8,587.0,22.5,80.0,62.0,2.889,0.008,0.236,0.393,212.0,11.0,0.0,117.0,21.0,0.0,0.09,0.8,0.0,0.64,0.64,6.8,34.0,0.211,2.96,32.0,0.481,72.0,221.0,10.7,0.99,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.84,4.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,9.61,2.949,3.789,1.358,8.0,0.0,1.81,0.0,0.0,50.48,52.0,52.0,52.0
"Ostrich, cooked, outside strip",3.8,1.4,93,72.0,0.0,16.0,0.0,7.158,1.321,0.293,0.233,0.0,0.0,0.0,0.0,0.0,6.26,0.546,0.0,0.0,0.24,0.24,0.0,5.0,0.154,4.3,26.0,0.019,254.0,367.0,38.0,4.91,28.55,1.832,1.952,2.67,0.293,4.377,1.908,0.717,0.509,1.356,2.32,2.521,0.798,1.178,1.488,1.142,1.252,0.255,0.928,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,1.43,1.59,0.44,93.0,0.0,0.83,0.0,0.0,66.88,,,0.0
"Onions, tops only, young green",0.5,0.1,0,15.0,4.3,30.0,0.0,0.33,0.138,0.026,0.03,4000.0,200.0,0.0,2400.0,0.0,0.0,0.088,13.4,0.0,0.21,0.21,156.3,52.0,0.031,0.51,16.0,0.15,25.0,159.0,0.5,0.2,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74,1.8,3.91,2.12,0.0,1.64,0.0,0.0,0.16,0.47,0.087,0.022,0.064,0.0,0.0,0.51,0.0,0.0,92.32,858.0,858.0,858.0
"Pork, unprepared, bacon, cured",40.0,13.0,66,662.0,47.8,0.0,0.0,4.022,0.555,0.081,0.276,37.0,11.0,0.0,0.0,0.0,0.5,0.266,0.0,16.0,0.43,0.43,0.0,5.0,0.042,0.41,12.0,0.011,144.0,198.0,20.1,1.18,12.62,0.723,0.813,1.181,0.142,1.928,0.57,0.513,0.044,0.598,1.039,1.123,0.346,0.524,0.51,0.527,0.555,0.15,0.5,0.638,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.69,13.296,17.439,6.454,66.0,0.0,2.17,0.0,0.0,44.24,0.0,0.0,0.0
"Nuts, dried, pinyon, pine nuts",61.0,9.4,0,72.0,0.0,58.0,0.0,4.37,0.21,0.223,1.243,29.0,1.0,0.0,0.0,0.0,0.0,0.111,2.0,0.0,0.0,0.0,0.0,8.0,1.035,3.06,234.0,4.333,35.0,628.0,0.0,4.28,11.57,0.605,2.251,1.054,0.21,1.969,0.589,0.277,0.0,0.45,0.834,0.434,0.207,0.443,0.622,0.491,0.367,0.146,0.424,0.598,19.3,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.98,9.377,22.942,25.668,0.0,0.0,2.26,0.0,0.0,5.9,0.0,0.0,0.0
"GIRL SCOUTS, Do-si-dos Cookies",21.0,5.9,0,301.0,0.0,46.0,0.0,10.2,0.0,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,31.0,149.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.7,31.1,0.0,0.0,0.0,0.0,0.0,0.0,21.4,5.9,6.5,7.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
