name,serving_size,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin filet",100,8.5,3.0,86,63.0,0.0,7.0,0.0,8.654,0.0,0.15,0.078,6.0,2.0,0.0,0.0,0.0,0.0,3.92,0.61,0.0,4.0,0.0,0.0,1.6,17.0,0.096,2.06,26.0,0.0,235.0,377.0,33.9,5.69,29.33,1.914,2.151,3.097,0.322,5.229,1.382,1.19,0.148,1.495,2.759,3.083,0.852,1.278,1.346,1.301,1.507,0.36,1.197,1.581,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,2.987,3.628,0.293,86.0,0.0,1.16,0.0,0.0,60.67
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",100,7.0,3.0,70,82.0,74.0,3.0,0.0,4.167,0.71,0.187,0.07,7.0,2.0,0.0,0.0,0.0,0.0,3.24,0.357,0.0,4.0,0.17,0.17,1.5,15.0,0.093,2.24,18.0,0.014,193.0,317.0,21.3,7.44,20.96,1.211,1.41,1.93,0.223,3.413,0.933,0.691,0.106,0.918,1.735,1.886,0.611,0.817,0.863,0.823,0.949,0.24,0.743,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,3.03,3.55,0.34,70.0,0.0,0.96,0.0,0.0,71.19
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",100,9.2,3.8,59,45.0,56.0,4.0,0.0,6.681,0.361,0.197,0.052,13.0,4.0,0.0,0.0,0.0,0.0,1.67,0.57,0.0,3.0,0.24,0.24,1.5,15.0,0.041,1.91,11.0,0.002,198.0,271.0,20.2,3.62,22.19,1.372,1.498,2.143,0.223,3.609,1.094,0.817,0.152,1.031,1.895,2.098,0.598,0.885,0.989,0.906,1.04,0.249,0.821,1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,3.79,4.328,0.505,59.0,0.0,0.98,0.0,0.0,67.82
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",100,6.7,2.9,63,46.0,61.0,4.0,0.0,6.267,0.391,0.213,0.059,13.0,4.0,0.0,0.0,0.0,0.0,1.85,0.552,0.0,2.0,0.2,0.2,1.5,14.0,0.044,1.73,12.0,0.002,204.0,279.0,21.4,3.52,22.79,1.434,1.594,2.279,0.239,3.805,1.128,0.891,0.156,1.081,2.019,2.253,0.63,0.93,1.051,0.966,1.094,0.255,0.874,1.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,2.91,3.25,0.42,63.0,0.0,1.02,0.0,0.0,70.15
"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100,26.0,10.0,84,65.0,0.0,8.0,0.0,3.74,0.38,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.23,0.0,0.0,0.0,0.0,0.0,9.0,0.09,2.39,20.0,0.014,176.0,299.0,21.7,5.98,23.4,1.411,1.479,2.137,0.262,3.515,1.276,0.801,0.0,1.052,1.849,1.946,0.599,0.913,1.033,0.895,1.022,0.262,0.786,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.84,10.42,11.06,0.9,84.0,0.0,0.93,0.0,0.0,49.4
"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100,26.0,10.0,80,64.0,0.0,6.0,0.0,2.78,0.35,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.23,0.0,0.0,0.0,0.0,0.0,10.0,0.079,2.19,19.0,0.013,182.0,309.0,21.2,5.07,21.55,1.3,1.362,1.969,0.241,3.238,1.176,0.738,0.0,0.969,1.704,1.793,0.552,0.841,0.952,0.824,0.941,0.241,0.724,1.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71,10.43,10.85,0.97,80.0,0.0,1.04,0.0,0.0,50.25
"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100,31.0,13.0,81,63.0,0.0,5.0,0.0,2.7,0.34,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.23,0.0,0.0,0.0,0.0,0.0,10.0,0.076,2.12,18.0,0.013,175.0,297.0,21.0,4.83,20.86,1.258,1.318,1.905,0.234,3.133,1.138,0.714,0.0,0.938,1.648,1.735,0.534,0.814,0.921,0.798,0.911,0.234,0.701,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18,12.67,13.21,1.18,81.0,0.0,1.0,0.0,0.0,45.96
"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100,31.0,13.0,85,63.0,0.0,7.0,0.0,3.59,0.36,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.22,0.0,0.0,0.0,0.0,0.0,10.0,0.087,2.3,19.0,0.013,169.0,286.0,21.6,5.65,22.5,1.357,1.422,2.056,0.252,3.38,1.228,0.77,0.0,1.012,1.778,1.872,0.576,0.878,0.994,0.86,0.983,0.252,0.756,1.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.28,12.62,13.39,1.09,85.0,0.0,0.89,0.0,0.0,45.9
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",100,24.0,11.0,98,70.0,81.8,6.0,0.0,3.246,0.713,0.221,0.089,26.0,8.0,0.0,0.0,0.0,0.0,3.55,0.273,0.0,6.0,0.09,0.09,1.6,14.0,0.096,2.67,20.0,0.012,168.0,228.0,29.0,9.64,25.26,1.441,1.663,2.266,0.265,3.996,1.152,0.818,0.173,1.074,2.032,2.209,0.718,0.961,1.038,0.97,1.112,0.285,0.871,1.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.05,10.638,12.282,1.005,98.0,0.0,0.82,0.0,0.0,50.69
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",100,20.0,9.1,104,71.0,93.0,6.0,0.0,3.501,0.786,0.245,0.091,27.0,8.0,0.0,0.0,0.0,0.0,3.29,0.308,0.0,5.0,0.06,0.06,1.6,14.0,0.096,2.76,21.0,0.013,180.0,269.0,31.9,10.23,25.81,1.472,1.699,2.315,0.271,4.082,1.178,0.836,0.176,1.098,2.076,2.257,0.733,0.982,1.061,0.991,1.136,0.291,0.89,1.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.38,9.144,10.166,0.922,104.0,0.0,0.84,0.0,0.0,53.99
"Lamb, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",100,19.0,8.0,92,67.0,0.0,21.0,0.0,5.84,0.7,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.13,0.0,0.0,0.0,0.0,0.0,21.0,0.107,1.95,23.0,0.022,185.0,248.0,25.6,5.72,22.62,1.36,1.344,1.991,0.27,3.282,1.105,0.717,0.0,1.091,1.759,1.997,0.58,0.921,0.949,0.841,0.968,0.264,0.76,1.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19,7.96,7.83,1.58,92.0,0.0,1.21,0.0,0.0,56.95
"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",100,19.0,7.5,95,83.0,0.0,18.0,0.0,6.33,0.67,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.15,0.0,0.0,0.0,0.0,0.0,24.0,0.123,1.73,24.0,0.024,201.0,341.0,27.8,5.77,23.48,1.412,1.395,2.067,0.28,3.407,1.147,0.744,0.0,1.133,1.826,2.073,0.603,0.956,0.985,0.873,1.005,0.274,0.789,1.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,7.49,7.88,1.3,95.0,0.0,1.17,0.0,0.0,57.01
"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, domestic",100,24.0,9.9,116,75.0,0.0,18.0,0.0,6.0,0.61,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.11,0.0,0.0,0.0,0.0,0.0,27.0,0.121,2.38,24.0,0.027,187.0,244.0,33.5,6.98,28.92,1.739,1.718,2.545,0.345,4.196,1.412,0.916,0.0,1.395,2.249,2.554,0.742,1.177,1.213,1.075,1.238,0.338,0.972,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.88,9.88,9.74,1.97,116.0,0.0,1.55,0.0,0.0,45.65
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, sirloin half, leg, domestic",100,9.2,3.3,92,71.0,0.0,21.0,0.0,6.27,0.7,0.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,2.58,0.17,0.0,0.0,0.17,0.17,0.0,8.0,0.119,2.2,25.0,0.028,203.0,333.0,30.8,4.85,28.35,1.705,1.684,2.496,0.338,4.114,1.385,0.898,0.0,1.368,2.205,2.504,0.728,1.154,1.189,1.054,1.214,0.331,0.953,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,3.28,4.02,0.6,92.0,0.0,1.09,0.0,0.0,62.49
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, large end (ribs 6-9), rib",100,13.0,5.4,81,73.0,104.9,9.0,0.0,4.45,0.45,0.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.26,0.0,9.0,0.14,0.14,1.6,8.0,0.105,2.82,25.0,0.016,209.0,357.0,22.8,7.46,27.53,1.674,1.78,2.508,0.355,4.133,1.676,0.879,0.289,1.253,2.19,2.327,0.717,1.087,1.312,1.084,1.1,0.181,0.877,1.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,5.35,5.6,0.38,81.0,0.0,1.08,0.0,0.0,57.9
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable fat, composite of trimmed retail cuts, domestic",100,59.0,27.0,114,58.0,54.3,3.0,0.0,7.8,0.58,0.17,0.07,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.04,0.0,2.0,0.04,0.04,4.6,23.0,0.088,1.29,13.0,0.004,114.0,194.0,18.8,1.74,12.16,0.731,0.722,1.07,0.145,1.764,0.594,0.385,0.0,0.586,0.945,1.073,0.312,0.495,0.51,0.452,0.52,0.142,0.409,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.18,27.02,24.4,4.48,114.0,0.0,0.68,0.0,0.0,26.14
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",100,13.0,5.8,71,77.0,64.7,3.0,0.0,3.95,0.672,0.157,0.07,14.0,4.0,0.0,0.0,0.0,0.0,2.8,0.338,0.0,4.0,0.12,0.12,1.5,14.0,0.084,1.97,16.0,0.012,172.0,271.0,18.6,5.89,19.1,1.089,1.258,1.713,0.2,3.021,0.871,0.619,0.131,0.812,1.536,1.67,0.542,0.727,0.785,0.734,0.84,0.215,0.659,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,5.805,6.482,0.591,71.0,0.0,0.91,0.0,0.0,67.17
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",100,15.0,6.4,70,76.0,66.5,3.0,0.0,3.821,0.62,0.166,0.07,13.0,4.0,0.0,0.0,0.0,0.0,2.94,0.337,0.0,5.0,0.18,0.18,1.5,15.0,0.083,2.16,16.0,0.012,177.0,302.0,19.6,7.02,18.87,1.077,1.243,1.693,0.198,2.985,0.861,0.612,0.129,0.803,1.518,1.65,0.536,0.718,0.776,0.725,0.83,0.213,0.651,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,6.387,7.274,0.614,70.0,0.0,0.86,0.0,0.0,65.78
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",100,7.0,2.5,76,58.0,103.5,9.0,0.0,7.939,0.535,0.144,0.078,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.6,0.0,0.0,0.37,0.37,1.3,20.0,0.074,1.68,24.0,0.01,222.0,359.0,34.1,5.0,27.17,1.652,1.757,2.475,0.351,4.078,1.654,0.867,0.285,1.236,2.161,2.296,0.707,1.073,1.295,1.07,1.085,0.179,0.866,1.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,2.517,3.502,0.223,76.0,0.0,1.09,0.0,0.0,65.55
"Carbonated beverage, without caffeine, with sodium saccharin, other than cola or pepper, low calorie",100,0.0,,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.025,0.04,1.0,0.017,0.0,2.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.8
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin",100,8.8,3.3,84,69.0,102.4,8.0,0.0,4.63,0.34,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.4,0.0,0.0,0.14,0.14,0.0,6.0,0.143,3.24,25.0,0.016,211.0,367.0,20.0,5.06,26.89,1.622,1.812,2.457,0.301,4.31,1.467,0.921,0.124,1.209,2.377,2.524,0.763,1.166,1.187,1.028,1.175,0.301,0.986,1.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.81,3.28,3.76,0.37,84.0,0.0,1.44,0.0,0.0,62.19
"Beef, cooked, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100,8.2,3.1,80,54.0,89.2,9.0,0.0,6.222,0.549,0.213,0.074,4.0,1.0,0.0,0.0,0.0,0.0,1.94,0.536,0.0,3.0,0.28,0.28,1.6,12.0,0.083,2.4,23.0,0.031,200.0,303.0,33.2,5.8,28.95,1.809,1.972,2.806,0.349,4.676,1.589,1.027,0.237,1.38,2.473,2.69,0.788,1.189,1.354,1.198,1.292,0.259,1.029,1.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,3.108,3.533,0.408,80.0,0.0,1.1,0.0,0.0,62.48
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian",100,13.0,6.4,66,75.0,0.0,0.0,0.0,5.06,0.495,0.292,0.142,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.367,0.0,0.0,0.0,0.0,0.0,9.0,0.181,1.48,20.0,0.01,176.0,301.0,7.8,4.04,18.59,1.118,1.103,1.636,0.223,2.697,0.907,0.589,0.0,0.898,1.445,1.642,0.476,0.755,0.779,0.69,0.794,0.217,0.625,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,6.389,5.549,0.57,66.0,0.0,0.98,0.0,0.0,67.64
"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round",100,5.5,1.9,84,42.0,121.2,11.0,0.0,5.717,0.626,0.18,0.072,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.427,0.0,4.0,0.49,0.49,17.5,7.0,0.08,2.7,21.0,0.011,204.0,264.0,36.4,5.54,31.82,1.935,2.058,2.899,0.411,4.778,1.938,1.016,0.334,1.448,2.532,2.69,0.829,1.257,1.517,1.254,1.271,0.209,1.014,1.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,1.878,2.278,0.239,84.0,0.0,1.2,0.0,0.0,61.96
"Pork, cooked, separable lean only, composite of trimmed retail cuts (leg, loin, and shoulder), fresh",100,9.2,3.1,84,55.0,65.2,3.0,0.0,6.503,0.725,0.311,0.672,4.0,1.0,0.0,0.0,0.0,0.0,0.68,0.577,0.2,31.0,0.11,0.11,0.0,18.0,0.078,1.0,25.0,0.012,231.0,357.0,44.2,2.9,27.51,1.609,1.772,2.624,0.334,4.351,1.272,1.145,0.036,1.322,2.278,2.514,0.743,1.128,1.109,1.164,1.246,0.319,1.004,1.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,3.092,3.908,0.863,84.0,0.0,1.11,0.0,0.0,62.53
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",100,21.0,9.3,70,57.0,44.1,3.0,0.0,4.153,0.466,0.244,0.084,15.0,5.0,0.0,0.0,0.0,0.0,1.74,0.397,0.0,7.0,0.15,0.15,1.5,10.0,0.064,1.73,18.0,0.064,131.0,231.0,18.6,4.04,17.92,1.108,1.21,1.731,0.18,2.915,0.884,0.66,0.122,0.833,1.531,1.695,0.483,0.715,0.799,0.732,0.84,0.201,0.663,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.96,9.265,9.929,0.921,70.0,0.0,0.84,0.0,0.0,60.35
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast",100,19.0,8.8,68,55.0,42.1,3.0,0.0,4.454,0.495,0.224,0.084,16.0,5.0,0.0,0.0,0.0,0.0,1.75,0.437,0.0,5.0,0.14,0.14,1.5,11.0,0.063,1.76,18.0,0.063,124.0,237.0,17.7,4.24,18.44,1.16,1.29,1.844,0.193,3.079,0.913,0.721,0.126,0.875,1.633,1.823,0.509,0.753,0.851,0.781,0.886,0.207,0.707,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.34,8.844,9.399,0.886,68.0,0.0,0.88,0.0,0.0,61.47
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt steak, plate",100,10.0,3.9,85,76.0,101.5,7.0,0.0,3.82,0.0,0.194,0.092,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.327,0.0,0.0,0.11,0.11,0.0,11.0,0.095,2.83,24.0,0.0,236.0,295.0,19.9,7.43,26.66,1.611,1.796,2.658,0.286,4.274,1.267,0.859,0.123,1.377,2.357,2.502,0.756,1.156,1.127,1.07,1.232,0.288,0.977,1.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,3.85,5.22,0.36,85.0,0.0,1.09,0.0,0.0,61.77
"Infant formula, not reconstituted, liquid concentrate, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION",100,6.9,2.4,3,31.0,15.6,19.0,19.0,1.339,0.574,0.191,0.127,382.0,114.0,0.0,0.0,0.0,0.0,0.32,0.076,11.5,76.0,1.28,1.28,10.2,99.0,0.115,2.3,8.0,0.006,54.0,134.0,2.8,0.96,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,0.0,13.52,0.0,0.0,0.0,13.52,0.0,0.0,6.89,2.401,2.551,1.555,3.0,0.0,0.79,0.0,0.0,76.16
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian",100,21.0,10.0,67,78.0,0.0,0.0,0.0,4.004,0.679,0.213,0.107,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.261,0.0,0.0,0.0,0.0,0.0,19.0,0.109,1.21,17.0,0.01,150.0,260.0,6.9,4.37,16.48,0.992,0.978,1.451,0.198,2.392,0.804,0.522,0.0,0.796,1.282,1.456,0.422,0.67,0.691,0.612,0.704,0.193,0.554,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,10.3,8.579,0.864,67.0,0.0,0.76,0.0,0.0,62.13
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",100,19.0,7.8,84,62.0,57.1,6.0,0.0,5.274,0.0,0.203,0.058,26.0,8.0,0.0,0.0,0.0,0.0,1.94,0.663,0.0,5.0,0.21,0.21,1.6,18.0,0.056,3.32,21.0,0.003,215.0,261.0,24.9,3.86,25.18,1.584,1.761,2.518,0.264,4.204,1.246,0.985,0.172,1.194,2.23,2.49,0.696,1.028,1.162,1.067,1.209,0.282,0.965,1.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22,7.806,8.425,0.853,84.0,0.0,0.99,0.0,0.0,55.38
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak",100,4.1,1.7,65,73.0,73.5,3.0,0.0,4.618,0.795,0.212,0.09,6.0,2.0,0.0,0.0,0.0,0.0,2.76,0.583,0.0,1.0,0.18,0.18,1.5,12.0,0.074,2.64,25.0,0.013,236.0,399.0,24.1,6.86,21.64,1.251,1.455,1.992,0.23,3.524,0.964,0.714,0.109,0.947,1.791,1.947,0.631,0.844,0.891,0.85,0.98,0.248,0.767,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1.653,2.086,0.296,65.0,0.0,1.13,0.0,0.0,73.17
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",100,11.0,4.2,65,74.0,83.2,3.0,0.0,3.38,0.933,0.211,0.079,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.375,0.0,0.0,0.17,0.17,0.6,5.0,0.121,2.23,20.0,0.015,178.0,302.0,28.9,6.58,18.75,1.14,1.212,1.708,0.242,2.814,1.142,0.598,0.135,0.853,1.491,1.584,0.488,0.74,0.894,0.738,0.749,0.123,0.597,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33,4.186,4.408,0.463,65.0,0.0,0.88,0.0,0.0,70.0
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",100,9.2,3.5,66,75.0,102.7,3.0,0.0,3.5,0.99,0.258,0.14,0.0,0.0,0.0,0.0,0.0,0.0,5.23,0.358,0.0,0.0,0.16,0.16,0.6,6.0,0.116,2.62,23.0,0.017,198.0,324.0,31.5,7.47,19.38,1.178,1.253,1.765,0.25,2.91,1.18,0.619,0.1,0.882,1.542,1.638,0.505,0.766,0.924,0.763,0.774,0.127,0.618,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,3.464,3.616,0.498,66.0,0.0,0.94,0.0,0.0,71.19
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",100,9.7,3.5,80,54.0,100.3,9.0,0.0,7.77,0.517,0.135,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.548,0.0,0.0,0.39,0.39,1.4,15.0,0.082,1.77,22.0,0.01,202.0,324.0,29.9,4.9,26.34,1.601,1.703,2.399,0.34,3.954,1.604,0.84,0.277,1.198,2.095,2.226,0.686,1.04,1.255,1.037,1.052,0.173,0.839,1.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,3.527,4.907,0.312,80.0,0.0,1.06,0.0,0.0,63.79
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",100,8.4,3.1,83,54.0,0.0,7.0,0.0,5.655,0.0,0.187,0.065,5.0,1.0,0.0,0.0,0.0,0.0,3.72,0.561,0.0,4.0,0.0,0.0,1.6,5.0,0.097,2.65,26.0,0.0,234.0,363.0,33.6,6.81,28.0,1.746,1.953,2.814,0.291,4.772,1.258,1.07,0.141,1.368,2.507,2.792,0.777,1.165,1.221,1.183,1.375,0.331,1.09,1.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,3.053,3.581,0.297,83.0,0.0,1.07,0.0,0.0,62.52
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast",100,5.7,1.9,89,84.0,0.0,7.0,0.0,4.554,0.0,0.428,0.089,7.0,2.0,0.0,0.0,0.0,0.0,4.43,0.46,0.0,3.0,0.0,0.0,1.6,6.0,0.136,3.46,26.0,0.0,236.0,372.0,38.5,10.73,28.37,2.007,2.277,3.273,0.342,5.493,1.452,1.281,0.143,1.565,2.917,3.273,0.897,1.338,1.437,1.38,1.58,0.37,1.267,1.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,1.887,2.461,0.192,89.0,0.0,1.12,0.0,0.0,65.02
"Infant formula, with ARA and DHA, ready-to-feed, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON",100,3.5,1.5,0,31.0,8.0,11.0,11.0,0.66,0.0,0.059,0.052,193.0,58.0,0.0,0.0,0.0,0.0,0.19,0.04,7.9,33.0,0.87,0.87,5.2,62.0,0.05,1.18,7.0,0.0,42.0,72.0,1.8,0.66,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.453,1.255,0.67,0.0,0.0,0.48,0.0,0.0,87.38
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts",100,14.0,6.0,72,52.0,68.3,8.0,0.0,5.449,0.463,0.164,0.076,7.0,2.0,0.0,0.0,0.0,0.0,1.5,0.529,0.0,2.0,0.28,0.28,1.5,17.0,0.073,1.69,19.0,0.025,174.0,283.0,23.0,3.99,20.01,1.225,1.321,1.874,0.235,3.113,1.117,0.685,0.179,0.918,1.646,1.784,0.529,0.794,0.929,0.802,0.859,0.17,0.682,0.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.42,6.036,6.497,0.617,72.0,0.0,0.96,0.0,0.0,64.81
"Pork, raw, separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh",100,10.0,3.1,65,54.0,50.7,1.0,0.0,5.452,0.903,0.238,0.582,7.0,2.0,0.0,0.0,0.0,0.0,0.64,0.625,0.1,22.0,0.16,0.16,0.0,16.0,0.07,0.74,23.0,0.01,205.0,345.0,31.6,2.01,20.08,1.178,1.319,1.939,0.237,3.185,0.928,0.85,0.04,0.975,1.687,1.848,0.547,0.834,0.817,0.86,0.903,0.22,0.748,1.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,3.106,3.768,1.122,65.0,0.0,0.95,0.0,0.0,69.13
